input,output,prediction,match
"they divided the entire kingdom in half they played one dice game and the winners of that game got to go .
they divided the entire kingdom in half they played one dice game and the winners of that game got to go .
they divided the entire kingdom in half they played one dice game and the winners of that game got to go
they divided the entire kingdom in half they played one dice game and the winners of that game got to go
they divided the entire kingdom in half they played one dice game and the winners of that game got to go .
",they divided the entire kingdom in half they played one dice game and the winners of that game got to go,they divided the entire kingdom in half they played one dice game and the winners of that game got to go,Yes
"on an epic adventure they would leave lydia and they would go out in search of a new place to live leaving behind just enough people
on an epic adventure they would leave lydia and they would go out in search of a new place to live leaving behind just enough people
on an epic adventure they would leave lydia and they would go out in search of a new place to live leaving behind just enough people
on an epic adventure they would leave lydia and they would go out in search of a new place to live leaving behind just enough people
on an epic adventure they would leave lydia and they would go out in search of a new place to live leaving behind just enough people
",on an epic adventure they would leave lydia and they would go out in search of a new place to live leaving behind just enough people,on an epic adventure they would leave lydia and they would go out in search of a new place to live leaving behind just enough people,Yes
"to survive on the resources that were available and hopefully to take their civilization somewhere else where they could thrive now this sounds crazy right
to survive on the resources that were available and hopefully to take their civilization somewhere else where they could thrive now this sounds crazy right
to survive on the resources that were available and hopefully to take their civilization somewhere else where they could thrive now this sounds crazy right
to survive on the resources that were available and hopefully to take their civilization somewhere else where they could thrive now this sounds crazy right
to survive on the resources that were available and hopefully to take their civilization somewhere else where they could thrive now this sounds crazy right
",to survive on the resources that were available and hopefully to take the civilization somewhere else where they could thrive now this sounds crazy right,to survive on the resources that were available and hopefully to take their civilization somewhere else where they could thrive now this sounds crazy right,No
"but recently dna evidence has shown that the etruscans who then led to the roman empire actually share the same dna as the ancient lydians and so .
but recently dna evidence has shown that the etruscans who then led to the roman empire actually share the same dna as the ancient lydians and so .
but recently dna evidence has shown that the etruscans who then led to the roman empire actually share the same dna as the ancient lydians and so
but recently dna evidence has shown that the etruscans who then led to the roman empire actually share the same dna as the ancient lydians and so
but recently dna evidence has shown that the etruscans who then led to the roman empire actually share the same dna as the ancient lydians and so .
",but recently dna evidence has shown that the etruscans who lead to the roman empire actually share the same dna as the ancient lydians and so,but recently dna evidence has shown that the etruscans who then led to the roman empire actually share the same dna as the ancient lydians and so ,No
"but recently scientists have suggested that herodotus crazy story is actually true and geologists have found evidence of a global cooling that lasted for nearly twenty years that could have explained the famine so this crazy story might be true they might have actually
but recently scientists have suggested that herodotus crazy story is actually true and geologists have found evidence of a global cooling that lasted for nearly twenty years that could have explained the famine so this crazy story might be true they might have actually
but recently scientists have suggested that herodotus crazy story is actually true and geologists have found evidence of a global cooling that lasted for nearly twenty years that could have explained the famine so this crazy story might be true they might have actually .
but recently scientists have suggested that herodotus is crazy story is actually true and geologists have found evidence of a global cooling that lasted for nearly twenty years that could have explained the famine so this crazy story might be true they might have actually
but recently scientists have suggested that herodotus crazy story is actually true and geologists have found evidence of a global cooling that lasted for nearly twenty years that could have explained the famine so this crazy story might be true they might have actually ..
",recently scientists have suggested that herodotus is crazy story is actually true and geologists have found evidence of a global cooling that lasted for nearly twenty years that could have explained the famine so this crazy story might be true they might have actually,but recently scientists have suggested that herodotus crazy story is actually true and geologists have found evidence of a global cooling that lasted for nearly twenty years that could have explained the famine so this crazy story might be true they might have actually,No
"saved their culture by playing games escaping to games for eighteen years and then been so inspired and knew so much about how to come together with games that they actually saved the entire civilization that way okay we can do that
saved their culture by playing games escaping to games for eighteen years and then been so inspired and knew so much about how to come together with games that they actually saved the entire civilization that way okay we can do that
saved their culture by playing games escaping to games for eighteen years and then been so inspired and knew so much about how to come together with games that they actually saved the entire civilization that way okay we can do that
saved their culture by playing games escaping to games for eighteen years and then been so inspired and knew so much about how to come together with games that they actually saved the entire civilization that way okay we can do that
saved their culture by playing games escaping to games for eighteen years and then been so inspired and knew so much about how to come together with games that they actually saved the entire civilization that way okay we can do that
",saved their culture by playing games escaping to games for eighteen years and then been so inspired and and knew so much about how to come together with games that they actually saved the entire civilization that way okay we can do that,saved their culture by playing games escaping to games for eighteen years and then been so inspired and knew so much about how to come together with games that they actually saved the entire civilization that way okay we can do that,No
"we have been playing warcraft since one thousand, nine hundred and ninety-four that was the first real time strategy game from the world of warcraft series that was sixteen years ago
we have been playing warcraft since one thousand, nine hundred and ninety-four that was the first real time strategy game from the world of warcraft series that was sixteen years ago
we have been playing warcraft since one thousand, nine hundred and ninety-four that was the first realtime strategy game from the world of warcraft series that was sixteen years ago
we have been playing warcraft since one thousand, nine hundred and ninety-four that was the first real time strategy game from the world of warcraft series that was sixteen years ago
we have been playing warcraft since one thousand, nine hundred and ninety-four that was the first real time strategy game from the world of warcraft series that was sixteen years ago
",we have been playing warcraft since nineteen ninety four that was the first real time strategy game from the world of warcraft series that was sixteen years ago,we have been playing warcraft since one thousand nine hundred and ninety four that was the first real time strategy game from the world of warcraft series that was sixteen years ago,No
"they played dice games for eighteen years we have been playing warcraft for sixteen years i say we are ready for our own epic game
they played dice games for eighteen years we have been playing warcraft for sixteen years i say we are ready for our own epic game
they have played dice games for eighteen years we have been playing warcraft for sixteen years i say we are ready for our own epic game
they play dice games for eighteen years we have been playing warcraft for sixteen years i say we are ready for our own epic game
they played dice games for eighteen years we have been playing warcraft for sixteen years i say we are ready for our own epic game
",they played dice games for eighteen years we have been playing warcraft for sixteen years i say we are ready for our own epic game now,they played dice games for eighteen years we have been playing warcraft for sixteen years i say we are ready for our own epic game,No
"they had half the civilization go off in search of a new world so that is where i get my twenty-one billion hours a week of gameplay
they had half the civilization go off in search of a new world so that is where i get my twenty-one billion hours a week of game play
they had half the civilization go off in search of a new world so that is where i get my twenty-one billion hours a week of gameplay
they had half the civilization go off in search of a new world so that is where i get my twenty-one billion hours a week of game play
they had half the civilization go off in search of a new world so that is where i get my twenty-one billion hours a week of gameplay
",they had half the civilization go off in search of a new world so that is where i get my twenty one billion hours a week of game play,they had half the civilization go off in search of a new world so that is where i get my twenty one billion hours a week of gameplay,No
"from let us get half of us to agree to spend an hour a day playing games until we solve real world problems now i know you are asking
from let us get half of us to agree to spend an hour a day playing games until we solve real world problems now i know you are asking
from let us get half of us to agree to spend an hour a day playing games until we solve real world problems now i know you are asking
from let us get half of us to agree to spend an hour a day playing games until we solve real world problems now i know you are asking
from let us get half of us to agree to spend an hour a day playing games until we solve real world problems now i know you are asking
",from let us get half of us to agree to spend an hour a day playing games until we solve real world problems now i know you are asking,from let us get half of us to agree to spend an hour a day playing games until we solve real world problems now i know you are asking,Yes
"how are we going to solve real world problems in games well that is what i have devoted my work to over the past few years at the institute for the future
how are we going to solve real world problems in games well that is what i have devoted my work to over the past few years at the institute for the future
how are we going to solve real world problems in games well that is what i have devoted my work to over the past few years at the institute for the future
how are we going to solve real world problems in games well that is what i have devoted my work to over the past few years at the institute for the future
how are we going to solve real world problems in games well that is what i have devoted my work to over the past few years at the institute for the future
",how are we going to solve real world problems in games well that is what i have devoted my work to over the past few years at the institute for the future,how are we going to solve real world problems in games well that is what i have devoted my work to over the past few years at the institute for the future,Yes
"we have this banner in our offices in palo alto and it expresses our view of how we should try to relate to the future we do not want to try to predict the future but what we want to do is make the future
we have this banner in our offices in palo alto and it expresses our view of how we should try to relate to the future we do not want to try to predict the future what we want to do is make the future
we have this banner in our offices in palo alto and it expresses our view of how we should try to relate to the future we do not want to try to predict the future but what we want to do is make the future
we have this banner in our offices in palo alto and it expresses our view of how we should try to relate to the future we do not want to try to predict the future what we want to do is make the future
we have this banner in our offices in palo alto and it expresses our view of how we should try to relate to the future we do not want to try to predict the future but we want to do is make the future
",we have this banner in our offices in palo alto and it expresses our view of how we should try to relate to the future we do not want to try to predict the future what we want to do is make the future,we have this banner in our offices in palo alto and it expresses our view of how we should try to relate to the future,No
"we want to imagine the best case scenario outcome and then we want to empower people to make that outcome a reality we want to imagine epic wins and then give people the means to achieve the epic win
we want to imagine the best case scenario outcome and then we want to empower people to make that outcome a reality we want to imagine epic wins and then give people the means to achieve the epic win
we want to imagine the best case scenario outcome and then we want to empower people to make that outcome a reality we want to imagine epic wins and then give people the means to achieve the epic win
we want to imagine the best case scenario outcome and then we want to empower people to make that outcome a reality we want to imagine epic wins and then give people the means to achieve the epic win
we want to imagine the best case scenario outcome and then we want to empower people to make that outcome a reality we want to imagine epic wins and then give people the means to achieve the epic win
",we want to imagine the best case scenario outcome and then we want to empower people to make that outcome a reality we want to imagine epic wins and then give people the means to achieve the epic win,we want to imagine the best case scenario outcome and then we want to empower people to make that outcome a reality,No
"i am just going to very briefly show you three games that i have made that are an attempt to give people the means to create epic wins in their own futures
i am just going to very briefly show you three games that i have made that are an attempt to give people the means to create epic wins in their own futures
i am just going to very briefly show you three games that i have made that are an attempt to give people the means to create epic wins in their own futures
i am just going to very briefly show you three games that i made that are an attempt to give people the means to create epic wins in their own futures
i am just going to very briefly show you three games that i have made that are an attempt to give people the means to create epic wins in their own futures
",i am just going to very briefly show you three games that i have made that are an attempt to give people the means to create epic wins in their own futures,i am just going to very briefly show you three games that i have made that are an attempt to give people the means to create epic wins in their own futures,Yes
"so this is world without oil we made this game in two thousand and seven this is an online game in which you try to survive an oil shortage
so this is world without oil we made this game in two thousand and seven this is an online game in which you try to survive an oil shortage
so this is world without oil we made this game in two thousand and seven this is an online game in which you try to survive an oil shortage
so this is world without oil we made this game in two thousand and seven this is an online game in which you try to survive an oil shortage
so this is world without oil we made this game in two thousand and seven this is an online game in which you try to survive an oil shortage
",so this is world without oil we made this game in two thousand and seven this is an online game in which you try to survive an oil shortage,so this is world without oil we made this game in two thousand and seven this is an online game in which you try to survive an oil shortage,Yes
"the oil shortage is fictional but we put enough online content out there for you to believe that it is real and to live your real life as if we have run out of oil so when you come to the game
the oil shortage is fictional but we put enough online content out there for you to believe that it is real and to live your real life as if we have run out of oil so when you come to the game
the oil shortage is fictional but we put enough online content out there for you to believe that it is real and to live your real life as if we have run out of oil so when you come to the game
the oil shortage is fictional but we put enough online content out there for you to believe that it is real and to live your real life as if we have run out of oil so when you come to the game
the oil shortage is fictional but we put enough online content out there for you to believe that it is real and to live your real life as if we have run out of oil so when you come to the game
",the oil shortage is fictional but we put enough online content out there for you to believe that it is real and to live your real life as if we have run out of oil so when you come to the game,the oil shortage is fictional but we put enough online content out there for you to believe that it is real and to live your real life as if we have run out of oil,No
"you sign up you tell us where you live and then we give you real time news videos data feeds that show you exactly how much oil costs what is not available how food supply is being affected how transportation is being affected if schools are closed if there is rioting and you have to figure out how you would live your real life as if this were true and then we ask you to blog about it
you sign up you tell us where you live and then we give you real time news videos data feeds that show you exactly how much oil costs what is not available how food supply is being affected how transportation is being affected if schools are closed if there is rioting and you have to figure out how you would live your real life as if this were true and then we ask you to blog about it
you sign up you tell us where you live and then we give you real time news videos data feeds that show you exactly how much oil costs what is not available how food supply is being affected how transportation is being affected if schools are closed if there is rioting and you have to figure out how you would live your real life as if this were true and then we ask you to blog about it
you sign up you tell us where you live and then we give you real time news videos data feeds that show you exactly how much oil costs what is not available how food supply is being affected how transportation is being affected if schools are closed if there is rioting and you have to figure out how you would live your real life as if this were true and then we ask you to blog about it
you sign up you tell us where you live and then we give you real time news videos data feeds that show you exactly how much oil costs what is not available how food supply is being affected how transportation is being affected and if schools are closed if there is rioting and you have to figure out how you would live your real life as if this were true and then we ask you to blog about it
",you sign up you tell us where you live and then we give you real time news videos data feeds that show you exactly how much oil costs what is not available how food supply is being affected how transportation is being affected if schools are closed if their is rioting and you have to figure out how you would live your real life as if this were true and then we ask you to blog about it,you sign up you tell us where you live and then we give you real time news videos data feeds that show you exactly how much oil costs what is not available how food supply is being affected how transportation is being affected if schools are closed if there is rioting and you have to figure out how you would live your real life as if this were true and then we ask you to blog about it,No
"to post videos to post photos we piloted this game with one thousand, seven hundred players in two thousand and seven and we have tracked them for the three years since and i can tell you that this is a transformative experience nobody wants to change how they live just because .
to post videos to post photos we piloted this game with one thousand, seven hundred players in two thousand and seven and we have tracked them for the three years since and i can tell you that this is a transformative experience nobody wants to change how they live just because .
to post videos to post photos we piloted this game with one thousand, seven hundred players in two thousand and seven and we have tracked them for the three years since and i can tell you that this is a transformative experience nobody wants to change how they live just because .
to post videos to post photos we piloted this game with one thousand, seven hundred players in two thousand and seven and we have tracked them for the three years since and i can tell you that this is a transformative experience nobody wants to change how they live just because
to post videos to post photos we piloted this game with one thousand, seven hundred players in two thousand and seven and we have tracked them for the three years since and i can tell you that this is a transformative experience nobody wants to change how they live just because
",to post videos to post photos we piloted this game with seventeen hundred players in two thousand and seven and we have tracked them for the three years since and i can tell you that this is a transformative experience nobody wants to change how they live just because,list the flights from dallas to baltimore arriving july first,No
"it is good for the world or because we are supposed to but if you immerse them in an epic adventure and tell them
it is good for the world or because we are supposed to but if you immerse them in an epic adventure and tell them
it is good for the world or because we are supposed to but if you immerse them in an epic adventure and tell them
it is good for the world or because we are supposed to but if you immerse them in an epic adventure and tell them
it is good for the world or because we are supposed to but if you immerse them in an epic adventure and tell them
",it is good for the world or because we are supposed to but if you immerse them in an epic adventure and tell them,it is good for the world or because we are supposed to,No
"we have run out of oil this is an amazing story and adventure for you to go on challenge yourself to see how you would survive most of our players have kept up the habits they learned in this game
we have run out of oil this is an amazing story and adventure for you to go on challenge yourself to see how you would survive most of our players have kept up the habits that they learned in this game
we have run out of oil this is an amazing story and adventure for you to go on challenge yourself to see how you would survive most of our players have kept up the habits they learned in this game
we have run out of oil this is an amazing story and adventure for you to go on challenge yourself to see how you would survive most of our players have kept up the habits they learned in this game
we have run out of oil this is an amazing story and adventure for you to go on challenge yourself to see how you would survive most of our players have kept up the habits they learned in this game
",we have run out of oil this is an amazing story and adventure for you to go on challenge yourself to see how you would survive most of our players have kept up the habits that they learned in this game,we have run out of oil this is an amazing story and adventure for you to go on challenge yourself to see how you would survive most of our players have kept up the habits they learned in this game,No
"so for the next world saving game we decided to aim higher a bigger problem than just peak oil we did a game called superstruct at the institute for the future
so for the next world saving game we decided to aim higher bigger problem than just peak oil we did a game called superstruct at the institute for the future
so for the next world saving game we decided to aim higher a bigger problem than just peak oil we did a game called superstruct at the institute for the future
so for the next world saving game we decided to aim higher a bigger problem than just peak oil we did a game called superstruct at the institute for the future
so for the next world saving game we decided to aim higher a bigger problem than just peak oil we did a game called superstruct at the institute for the future
",so for the next world saving game we decided to aim higher bigger problem than just peak oil we did a game called superstruct at the institute for the future,so for the next world saving game we decided to aim higher a bigger problem than just peak oil we did a game called superstruct at the institute for the future,No
"and the premise was a supercomputer has calculated that humans have only twenty-three years left on the planet the supercomputer was called the global extinction awareness system of course we asked people to come online almost like a jerry bruckheimer movie
and the premise was a supercomputer has calculated that humans have only twenty-three years left on the planet the supercomputer was called the global extinction awareness system of course we asked people to come online almost like a jerry bruckheimer movie
the premise was a supercomputer has calculated that humans have only twenty-three years left on the planet the supercomputer was called the global extinction awareness system of course we asked people to come online almost like a jerry bruckheimer movie
and the premise was a supercomputer has calculated that humans have only twenty-three years left on the planet the supercomputer was called the global extinction awareness system of course and we asked people to come online almost like a jerry bruckheimer movie
and the premise was a supercomputer has calculated that humans have only twenty-three years left on the planet the supercomputer was called the global extinction awareness system of course we asked people to come online almost like a jerry bruckheimer movie
",and the premise was a supercomputer has calculated that humans have only twenty three years left on the planet this supercomputer was called the global extinction awareness system of course we asked people to come online almost like a jerry bruckheimer movie,i would like to fly from san diego to houston on june tenth,No
"you know in jerry bruckheimer movies you form a dream team you have got the astronaut the scientist the ex convict and they all have something to do to save the world
you know in jerry bruckheimer movies you form a dream team you have got the astronaut the scientist the ex convict and they all have something to do to save the world
you know in jerry bruckheimer movies you form a dream team you have got the astronaut the scientist the ex convict and they all have something to do to save the world
you know in jerry bruckheimer movies you form a dream team you have got the astronaut the scientist the ex convict and they all have something to do to save the world
you know in jerry bruckheimer movies you form a dream team you have got the astronaut the scientist the ex convict and they all have something to do to save the world
",you know jerry bruckheimer movies you form a dream team you have got the astronaut the scientist the ex convict and they all have something to do to save the world,you know in jerry bruckheimer movies you form a dream team you have got the astronaut the scientist the ex convict and they all have something to do to save the world,No
"but in our game instead of just having five people on the dream team we said everybody is on the dream team and it is your job
but in our game instead of just having five people on the dream team we said everybody is on the dream team and it is your job
but in our game instead of just having five people on the dream team we said everybody is on the dream team and it is your job
but in our game instead of just having five people on the dream team we said everybody is on the dream team and it is your job
but in our game instead of just having five people on the dream team we said everybody is on the dream team and it is your job
",but in our game instead of just having five people on the dream team we said everybody is on the dream team and it is your job,but in our game instead of just having five people on the dream team we said everybody is on the dream team and it is your job,Yes
"to invent the future of energy the future of food the future of health the future of security and the future of the social safety net
to invent the future of energy the future of food the future of health the future of security and the future of the social safety net
to invent the future of energy the future of food the future of health the future of security and the future of the social safety net
to invent the future of energy the future of food the future of health the future of security and the future of the social safety net
to invent the future of energy the future of food the future of health the future of security and the future of the social safety net
",to invent the future of energy the future of food the future of health the future of security and the future of the social safety net,to invent the future of energy the future of food the future of health the future of security and the future of the social safety net,Yes
"we had eight thousand people play that game for eight weeks that came up with five hundred insanely creative solutions that you can go online if you google superstruct and see
we had eight thousand people play that game for eight weeks they came up with five hundred insanely creative solutions that you can go online if you google superstruct and see
we had eight thousand people play that game for eight weeks that came up with five hundred insanely creative solutions that you can go online if you google superstruct and see
we had eight thousand people play that game for eight weeks they came up with five hundred insanely creative solutions that you can go online if you google superstruct and see
we had eight thousand people play that game for eight weeks they came up with five hundred insanely creative solutions that you can go online if you google superstructency
",we had eight thousand people play that game for eight weeks they came up with five hundred insanely creative solutions that you can go online if you google superstruct and see,we had eight thousand people play that game for eight weeks that came up with five hundred insanely creative solutions that you can go online if you google superstruct and see,No
"so finally the last game we are launching it march threerd this is a game done with the world bank institute if you complete the game you will be .
so finally the last game we are launching it march threerd this is a game done with the world bank institute if you complete the game you will be .
so finally the last game we are launching it march threerd this is a game done with the world bank institute if you complete the game you will be
so finally the last game we are launching it march threerd this is a game done with the world bank institute if you complete the game you will be
so finally the last game we are launching it march threerd this is a game done with the world bank institute if you complete the game you will be
",so finally the last game we are launching it march third this is a game done with the world bank institute if you complete the game you will be,so finally the last game we are launching it march threerd this is a game done with the world bank institute if you complete the game you will be,No
"certified by the world bank institute as a social innovator class of two thousand and ten working with universities all over sub saharan africa and we are inviting them to learn social innovation skills we have got a graphic novel
certified by the world bank institute as a social innovator class of two thousand and ten working with universities all over sub saharan africa and we are inviting them to learn social innovation skills we have got a graphic novel
certified by the world bank institute as a social innovator class of two thousand and ten working with universities all over sub saharan africa and we are inviting them to learn social innovation skills we have got a graphic novel .
certified by the world bank institute as a social innovator class of two thousand and ten working with universities all over sub saharan africa and we are inviting them to learn social innovation skills we have got a graphic novel
certified by the world bank institute as a social innovator class of two thousand and ten working with universities all over sub saharan africa and we are inviting them to learn social innovation skills we have got a graphic novel
",certified by the world bank institute as a social innovator class of two thousand ten working with universities all over sub saharan africa and we are inviting them to learn social innovation skills we have got a graphic novel,certified by the world bank institute as a social innovator class of two thousand and ten working with universities all over sub saharan africa and we are inviting them to learn social innovation skills we have got a graphic novel,No
"we have got leveling up in skills like local insight knowledge networking sustainability vision and resourcefulness i would like to invite all of you to please share this game with young people anywhere in the world particularly in developing areas who might benefit from coming together to try to start to imagine their own social enterprises to save the world
we have got leveling up in skills like local insight knowledge networking sustainability vision and resourcefulness i would like to invite all of you to please share this game with young people anywhere in the world particularly in developing areas who might benefit from coming together to try to start to imagine their own social enterprises to save the world
we have got leveling up in skills like local insight knowledge networking sustainability vision and resourcefulness i would like to invite all of you to please share this game with young people anywhere in the world particularly in developing areas who might benefit from coming together to try to start to imagine their own social enterprises to save the world
we have got leveling up in skills like local insight knowledge networking sustainability vision and resourcefulness i would like to invite all of you to please share this game with young people anywhere in the world particularly in developing areas who might benefit from coming together to try to start to imagine their own social enterprises to save the world
we have got leveling up in skills like local insight knowledge networking sustainability vision and resourcefulness i would like to invite all of you to please share this game with young people anywhere in the world particularly in developing areas who might benefit from coming together to try to start to imagine their own social enterprises to save the world
",we have got leveling up in skills like local insight knowledge networking sustainability vision and resourcefulness i would like to invite all of you to please share this game with young people anywhere in the world particularly in developing areas who might benefit from coming together to try to start to imagine their own social enterprises to save the world,we have got leveling up in skills like local insight knowledge networking sustainability vision and resourcefulness i would like to invite all of you to please share this game with young people anywhere in the world particularly in developing areas who might benefit from coming together to try to start to imagine their own social enterprises to save the world,Yes
"so i am going to wrap up now i want to ask a question what do you think happens next we have got all these amazing gamers we have got these games that are kind of pilots of what we might do but none of them have saved the real world yet
so i am going to wrap up now i want to ask a question what do you think happens next we have got all these amazing gamers we have got these games that are kind of pilots of what we might do but none of them have saved the real world yet
so i am going to wrap up now i want to ask a question what do you think happens next we have got all these amazing gamers we have got these games that are kind of pilots of what we might do but none of them have saved the real world yet
so i am going to wrap up now i want to ask a question what do you think happens next we have got all these amazing gamers we have got these games that are kind of pilots of what we might do but none of them have saved the real world yet
so i am going to wrap up now i want to ask a question what do you think happens next we have got all these amazing gamers we have got these games that are kind of pilots of what we might do but none of them have saved the real world yet
",so i am going to wrap up now i want to ask a question what do you think happens next we have got all these amazing gamers we have got these games that are kind of pilots of what we might do but none of them have saved the real world yet,so i am going to wrap up now i want to ask a question what do you think happens next we have got all these amazing gamers we have got these games that are kind of pilots of what we might do but none of them have saved the real world yet,Yes
"well i hope that you will agree with me that gamers are a human resource that we can use
well i hope that you will agree with me that gamers are a human resource that we can use
well i hope you will agree with me that gamers are a human resource that we can use
well i hope that you will agree with me that gamers are a human resource that we can use
well i hope you will agree with me that gamers are a human resource that we can use
",well i hope that you will agree with me that gamers are a human resource that we can use,well i hope that you will agree with me that gamers are a human resource that we can use,Yes
"to do real world work that games are a powerful platform for change we have all these amazing superpowers blissful productivity the ability to weave a tight social fabric this feeling of urgent optimism and the desire for epic meaning i really hope that we can come together
to do real world work that games are a powerful platform for change we have all these amazing superpowers blissful productivity the ability to weave a tight social fabric this feeling of urgent optimism and the desire for epic meaning i really hope that we can come together
to do real world work that games are a powerful platform for change we have all these amazing superpowers blissful productivity the ability to weave a tight social fabric this feeling of urgent optimism and the desire for epic meaning i really hope that we can come together
to do real world work that games are a powerful platform for change we have all these amazing superpowers blissful productivity the ability to weave a tight social fabric this feeling of urgent optimism and the desire for epic meaning i really hope that we can come together
to do real world work that games are a powerful platform for change we have all these amazing superpowers blissful productivity the ability to weave a tight social fabric this feeling of urgent optimism and the desire for epic meaning i really hope that we can come together
",to do real world work that games are a powerful platform for change we have all these amazing superpowers blissful productivity the ability to weave a tight social fabric this feeling of urgent optimism and the desire for epic meaning i really hope that we can come together,list the flights from dallas to baltimore arriving july first,No
"to play games that matter to survive on this planet for another century and that is my hope that you will join me in making and playing games like this when i look forward to the next decade i know two things for sure
to play games that matter to survive on this planet for another century and that is my hope that you will join me in making and playing games like this when i look forward to the next decade i know two things for sure
to play games that matter to survive on this planet for another century and that is my hope that you will join me in making and playing games like this when i look forward to the next decade i know two things for sure
to play games that matter to survive on this planet for another century and that is my hope that you will join me in making and playing games like this when i look forward to the next decade i know two things for sure
to play games that matter to survive on this planet for another century and that is my hope that you will join me in making and playing games like this when i look forward to the next decade i know two things for sure
",to play games that matter to survive on this planet for another century and that is my hope that you will join me in making and playing games like this when i look forward to the next decade i know two things for sure,to play games that matter to survive on this planet for another century and that is my hope that you will join me in making and playing games like this when i look forward to the next decade i know two things for sure,Yes
"that we can make any future we can imagine and we can play any games we want so i say let the world changing games begin thank you
that we can make any future we can imagine and we can play any games we want so i say let the world changing games begin thank you
that we can make any future we can imagine and we can play any games we want so i say let the world changing games begin thank you
that we can make any future we can imagine and we can play any games we want so i say let the world changing games begin thank you
that we can make any future we can imagine and we can play any games we want so i say let the world changing games begin thank you
",that we can make any future we can imagine and we can play any games we want so i say let the world changing games begin thank you,that we can make any future we can imagine and we can play any games we want so i say let the world changing games begin thank you,Yes
"let us pretend right here we have a machine a big machine a cool teddish machine and it is a time machine and everyone in this room has to get into it and you can go backwards you can go forwards you cannot stay where you are
let us pretend right here we have a machine a big machine a cool ted ish machine and it is a time machine and everyone in this room has to get into it and you can go backwards you can go forwards you cannot stay where you are
let us pretend right here we have a machine a big machine a cool ted ish machine and it is a time machine and everyone in this room has to get into it and you can go backwards you can go forwards you cannot stay where you are
let us pretend right here we have a machine a big machine a cool ted ish machine and it is a time machine and everyone in this room has to get into it and you can go backwards you can go forwards you cannot stay where you are
let us pretend right here we have a machine a big machine a cool ted ish machine and it is a time machine and everyone in this room has to get into it and you can go backwards you can go forwards you cannot stay where you are
",let us pretend right here we have a machine a big machine a cool ted ish machine and it is a time machine and everyone in this room has to get into it and you can go backwards you can go forwards you cannot stay where you are,let us pretend right here we have a machine a big machine a cool teddish machine and it is a time machine and everyone in this room has to get into it and you can go backwards you can go forwards you cannot stay where you are,No
