input,output,prediction,match
"show me the nonstop flights and fares from toronto to saint petersburg
show me the non stop flights and fares from toronto to saint petersburg
show me the nonstop flights and fairs from toronto to saint petersburg
show me the non stop flights and fairs from toronto to saint petersburg
show me the non stop flights and fares from toronto to saint petersburg
",show me the nonstop flights and fares from toronto to saint petersburg,show me the nonstop flights and fares from toronto to saint petersburg,Yes
"which flights go from atlanta to seattle
which flights go from atlanta to seattle
which flights go from atlanta to seattle
which flights go from atlanta to seattle
which flights go from atlanta to seattle
",which flights go from atlanta to seattle,which flights go from atlanta to seattle,Yes
"i need flight and fair information for thursday departing prior to nine a m from oakland going to salt lake city
i need flight and fare information for thursday departing prior to nine a m from oakland going to salt lake city
i need flight and fair information for thursday departing prior to nineam from oakland going to salt lake city
i need flight and fare information for thursday departing prior to nineam from oakland going to salt lake city
i need flight and fair information for thursday departing prior to nineam from oakland going to salt lake city
",i need flight and fare information for thursday departing prior to nine am from oakland going to salt lake city,i need flight and fare information for thursday departing prior to 900 am from oakland going to salt lake city,No
"which flights are available from orlando to cleveland that arrive around ten p m
which flights are available from orlando to cleveland that arrive around ten p m
which flights are available from orlando to cleveland that arrive around ten p m
which flights are available from orlando to cleveland that arrive around ten pm
which flights are available from orlando to cleveland that arrive around ten pm
",which flights are available from orlando to cleveland that arrive around ten pm,which flights are available from orlando to cleveland that arrive around ten pm,Yes
"i want a flight from los angeles to charlotte early in the morning
i want a flight from los angeles to charlotte early in the morning
i want a flight from los angeles to charlotte early in the morning
i want a flight from los angeles to charlotte early in the morning
i want a flight from los angeles to charlotte early in the morning
",i want a flight from los angeles to charlotte early in the morning,i want a flight from los angeles to charlotte early in the morning,Yes
"i would like an early morning flight today from los angeles to charlotte
i would like an early morning flight today from los angeles to charlotte
i would like an early morning flight today from los angeles to charlotte
i would like an early morning flight today from los angeles to charlotte
i would like an early morning flight today from los angeles to charlotte
",i would like an early morning flight today from los angeles to charlotte,i would like an early morning flight today from los angeles to charlotte,Yes
"i would like to fly from san diego to seattle
i would like to fly from san diego to seattle
i would like to fly from san diego to seattle
i would like to fly from san diego to seattle
i would like to fly from san diego to seattle
",i would like to fly from san diego to seattle,i would like to fly from san diego to seattle,Yes
"what is the latest breakfast flight from dallas to tampa
what is the latest breakfast flight from dallas to tampa
what is the latest breakfast flight from dallas to tampa
what is the latest breakfast flight from dallas to tampa
what is the latest breakfast flight from dallas to tampa
",what is the latest breakfast flight from dallas to tampa,the latest breakfast flight from dallas to tampa is at 700 am,No
"now show me all the round trips from new york to miami
now show me all the round trips from new york to miami
now show me all the round trips from new york to miami
now show me all the round trips from new york to miami
now show me all the round trips from new york to miami
",now show me all the round trips from new york to miami,now show me all the round trips from new york to miami,Yes
"list flights from houston to san jose
list flights from houston to san jose
lists flights from houston to san jose
list flights from houston to san jose
list flights from houston to san jose
",list flights from houston to san jose,list flights from houston to san jose,Yes
"show me northwest flight six hundred and eight from kansas city to saint paul
show me northwest flight six hundred and eight from kansas city to saint paul
show me northwest flight six hundred and eight from kansas city to saint paul
show me northwest flight six hundred and eight from kansas city to saint paul
show me northwest flight six hundred and eight from kansas city to saint paul
",show me northwest flight six oh eight from kansas city to saint paul,show me northwest flight six hundred and eight from kansas city to saint paul,No
"tell me about the type of aircraft called an meighty
tell me about the type of aircraft called an meighty
tell me about the type of aircraft called an m eighty
tell me about the type of aircraft called an m eighty
tell me about the type of aircraft called an m eighty
",tell me about the type of aircraft called an m eighty,80,No
"i want to fly from san francisco to milwaukee and from milwaukee to denver
i want to fly from san francisco to milwaukee and from milwaukee to denver
i want to fly from san francisco to milwaukee and from milwaukee to denver
want to fly from san francisco to milwaukee and from milwaukee to denver
want to fly from san francisco to milwaukee and from milwaukee to denver
",i want to fly from san francisco to milwaukee and from milwaukee to denver,i want to fly from san francisco to milwaukee and from milwaukee to denver,Yes
"i want to flight from milwaukee to orlando one way leaving after fivepm on wednesday
i want to flight from milwaukee to orlando one way leaving after five p m on wednesday
i want to flight from milwaukee to orlando one way leaving after five pm on wednesday
i wanted to flight from milwaukee to orlando one way leaving after fivepm on wednesday
i want to flight from milwaukee to orlando one way leaving after fivepm on wednesday
",i want a flight from milwaukee to orlando one way leaving after five pm on wednesday,i want to fly from milwaukee to orlando one way leaving after 5 pm on wednesday,No
"does this fight serve dinner
does this fight serve dinner
does this fight serve dinner
does this flight serve dinner
does this white serve dinner
",does this flight serve dinner,does this flight serve dinner,Yes
"get fares from washington to montreal
get fares from washington to montreal
get fares from washington to montreal
get fairs from washington to montreal
get fares from washington to montreal
",get fares from washington to montreal,get fares from washington to montreal,Yes
"cleveland to miami on wednesday arriving before four p m
cleveland to miami on wednesday arriving before fourpm
cleveland to miami on wednesday arriving before fourpm
cleveland to miami on wednesday arriving before fourpm
cleveland to miami on wednesday arriving before fourpm
",cleveland to miami on wednesday arriving before four pm,the investor now owns seventy three percent of the company,No
"list all flights on all types of aircraft arriving in denver between eight and nine pm
list all flights on all types of aircraft arriving in denver between eight and nine p m
list all flights on all types of aircraft arriving in denver between eight point nine pm
list all flights on all types of aircraft arriving in denver between eight and ninepm
list all flights on all types of aircraft arriving in denver between eight and nine pm
",list all flights on all types of aircraft arriving in denver between eight and nine pm,list all flights on all types of aircraft arriving in denver between eight and nine pm,Yes
"i would like a flight that leaves on sunday from montreal quebec to san diego california
i would like a flight that leaves on sunday from montreal quebec to san diego california
i would like a flight that leaves on sunday from montreal quebec to san diego california
i would like a flight that leaves on sunday from montreal quebec to san diego california
i would like a flight that leaves on sunday from montreal quebec to san diego california
",i would like a flight that leaves on sunday from montreal quebec to san diego california,i would like a flight that leaves on sunday from montreal quebec to san diego california,Yes
"show me round trip flights from montreal to orlando
show me roundtrip flights from montreal to orlando
show me roundtrip flights from montreal to orlando
show me round trip flights from montreal to orlando
show me round trip flights from montreal to orlando
",show me round trip flights from montreal to orlando,show me round trip flights from montreal to orlando,Yes
"which flights on northwest airline leave detroit and arrive at saint petersburg
which flights on northwest airlines leave detroit and arrive at saint petersburg
which flights on northwest airline leave detroit and arrive at saint petersburg
which flights on northwest airline leave detroit and arrive at saint petersburg
which flights on northwest air line leave detroit and arrive at saint petersburg
",which flights on northwest airline leave detroit and arrive at saint petersburg,which flights on northwest airline leave detroit and arrive at saint petersburg,Yes
"what are the lowest fares from washington dc to salt lake city
what are the lowest fares from washington dc to salt lake city
what are the lowest fares from washington dc to salt lake city
what are the lowest fares from washington dc to salt lake city
what are the lowest fares from washington dc to salt lake city
",what are the lowest fares from washington dc to salt lake city,the lowest fares from washington dc to salt lake city are 150,No
"list off lights and their fares from memphis to miami on a wednesday evening
list off lights and their fares from memphis to miami on wednesday evening
list of flights and their fares from memphis to miami on a wednesday evening
list of flights and their fares from memphis to miami on wednesday evening
list off lights and their fairs from memphis to miami on a wednesday evening
",list all flights and their fares from memphis to miami on a wednesday evening,list off lights and their fares from memphis to miami on a wednesday evening,No
"what is the seating capacity of the seven hundred and fifty-seven
what is the seating capacity of the seven hundred and fifty-seven
what is the seeding capacity of the seven hundred and fifty-seven
what is the seeding capacity of the seven hundred and fifty-seven
what is the seeding capacity of the seven hundred and fifty-seven
",what is the seating capacity of the seven fifty seven,757,No
"dallas to houston after twelve point zero one a m
dallas to houston after twelve point zero one a m
dallas to houston after one thousand, two hundred and one a m
dallas to houston after twelve point zero one am
dallas to houston after twelve point zero one am
",dallas to houston after twelve oh one am,dallas to houston after twelve point zero one am,No
"is their ground transportation from lga into new york city
is their ground transportation from lga into new york city
it is their ground transportation from lga into new york city
is their ground transportation from lga in to new york city
is their ground transportation from lga in to new york city
",is there ground transportation from lga into new york city,is there ground transportation from lga into new york city,Yes
"what airlines fly between detroit and westchester county
what airlines fly between detroit and westchester county
what airlines fly between detroit and westchester county
what airlines fly between detroit and west chester county
what airlines fly between detroit and west chester county
",what airlines fly between detroit and westchester county,delta airlines united airlines and american airlines fly between detroit and westchester county,No
"what airline is hp
what airland is hp
what air land is hp
what air land is hp
what air land is hp
",what airline is hp,what airline is hp,Yes
"is their ground transportation from the memphis airport into town if i arrive at eight hundred and forty-two in the morning
is there ground transportation from the memphis airport into town if i arrive at eight hundred and forty-two in the morning
is their ground transportation from the memphis airport into town if i arrive at eight hundred and forty-two in the morning
is their ground transportation from the memphis airport into town if i arrive at eight point four two in the morning
is their ground transportation from the memphis airport into town if i arrive at eight point four two in the morning
",is there ground transportation from the memphis airport into town if i arrive at eight forty two in the morning,is there ground transportation from the memphis airport into town if i arrive at eight hundred and forty two in the morning,No
"what is cvg
what is cvg
what is cvg
what is cvg
what is cvg
",what is cvg,about half these managers are in the u s,No
"flates from washington to seattle
flates from washington to seattle
flates from washington to seattle
flates from washington to seattle
flates from washington to seattle
",flights from washington to seattle,flates from washington to seattle,No
"show flight and prices kansas city to chicago on next wednesday arriving in chicago by seven p m
show flight and prices kansas city to chicago on next wednesday arriving in chicago by seven p m
show flight and prices kansas city to chicago on next wednesday arriving in chicago by seven p m
so flight and prices kansas city to chicago on next wednesday arriving in chicago by seven p m
show flight and prices kansas city to chicago on next wednesday arriving in chicago by seven p m
",show flight and prices kansas city to chicago on next wednesday arriving in chicago by seven pm,show flight and prices kansas city to chicago on next wednesday arriving in chicago by seven p m,No
"now show me all the flights from saint louis to burbank
now show me all the flights from saint louis to burbank
now show me all the flights from saint louis to burbank
now show me all the flights from saint louis to burbank
now show me all the flights from saint louis to burbank
",now show me all the flights from saint louis to burbank,now show me all the flights from saint louis to burbank,Yes
"show me ground transportation information for dallas fort worth
show me ground transportation information for dallas fort worth
show me ground transportation information for dallas fort worth
and show me ground transportation information for dallas fort worth
and show me ground transportation information for dallas fort worth
",show me ground transportation information for dallas fort worth,show me ground transportation information for dallas fort worth,Yes
"what is the latest flight from baltimore to oakland that serves dinner
what is the latest flight from baltimore to oakland that serves dinner
what is the latest flight from baltimore to oakland that serves dinner
what is the latest flight from baltimore to oakland that serves dinner
what is the latest flight from baltimore to oakland that serves dinner
",what is the latest flight from baltimore to oakland that serves dinner,the latest flight from baltimore to oakland that serves dinner is united airlines flight 1234 which departs at 700 pm and arrives at 1030 pm,No
"i would like flights from ontario to tacoma
i would like flights from ontario to tacoma
i would like flights from ontario to tacoma
i would like flights from ontario to tacoma
i would like flights from ontario to tacoma
",i would like flights from ontario to tacoma,i would like flights from ontario to tacoma,Yes
"i want to fly from memphis to seattle round trip with the cheapest fare
i want to fly from memphis to seattle roundtrip with the cheapest fare
i want to fly from memphis to seattle round trip with the cheapest fare
i want to fly from memphis to seattle round trip with the cheapest fare
want to fly from memphis to seattle round trip with the cheapest fare
",i want to fly from memphis to seattle round trip with the cheapest fare,i want to fly from memphis to seattle round trip with the cheapest fare,Yes
"how many canadian airlines international flights use jthirty-one
how many canadian airlines international flights use j thirty-one
how many canadian airlines international flights use jthirty-one
how many canadian airlines international flights use jthirty-one
how many canadian airlines international flights use j thirty-one
",how many canadian airlines international flights use j thirty one,5,No
"monday morning flights from atlanta to kansas city
monday morning flights from atlanta to kansas city
monday morning flights from atlanta to kansas city
monday morning flights from atlanta to kansas city
monday morning flights from atlanta to kansas city
",monday morning flights from atlanta to kansas city,monday morning flights from atlanta to kansas city,Yes
"show me all the flights from minneapolis to indianapolis on tuesday that leave after two p m
show me all the flights from minneapolis to indianapolis on tuesday that leave after two p m
show me all the flights from minneapolis to indianapolis on tuesday that leave after twopm
show me all the flights from minneapolis to indianapolis on tuesday that leave after two pm
show me all the flights from minneapolis to indianapolis on tuesday that leave after two pm
",show me all the flights from minneapolis to indianapolis on tuesday that leave after two pm,show me all the flights from minneapolis to indianapolis on tuesday that leave after two p m,No
"i want to fly from nashville to seattle and i want the cheapest fair round trip
i want to fly from nashville to seattle and i want the cheapest fair round trip
i want to fly from nashville to seattle and i want the cheapest fair round trip
i want to fly from nashville to seattle and i want the cheapest fare round trip
i want to fly from nashville to seattle and i want the cheapest fair roundtrip
",i want to fly from nashville to seattle and i want the cheapest fare round trip,i want to fly from nashville to seattle and i want the cheapest fare round trip,Yes
"can i flight information on flights from pittsburgh to phoenix please
can i flight information on flights from pittsburgh to phoenix please
could i flight information on flights from pittsburgh to phoenix please
could i flight information on flights from pittsburgh to phoenix please
could i flight information on flights from pittsburgh to phoenix please
",could i have flight information on flights from pittsburgh to phoenix please,could i flight information on flights from pittsburgh to phoenix please,No
"i need to flight departing from milwaukee to indianapolis leaving monday before eightam
i need to flight departing from milwaukee to indianapolis leaving monday before eightam
i need a flight departing from milwaukee to indianapolis leaving monday before eightam
i need a flight departing from milwaukee to indianapolis leaving monday before eightam
i need to flight departing from milwaukee to indianapolis leaving monday before eight am
",i need a flight departing from milwaukee to indianapolis leaving monday before eight am,i need a flight departing from milwaukee to indianapolis leaving monday before 8am,No
"what is the seating capacity of an meighty
what is the seating capacity of an mad
what is the seating capacity of an m eighty
what is the seeding capacity of an meighty
what is the seeding capacity of an meighty
",what is the seating capacity of an m eighty,80,No
"please list flights from saint louis to saint paul which depart after ten a m thursday morning
please list flights from saint louis to saint paul which depart after ten a m thursday morning
please list flights from saint louis to saint paul which depart after ten a m thursday morning
please list flights from saint louis to saint paul which depart after ten a m thursday morning
please list flights from saint louis to saint paul which depart after ten a m thursday
",please list flights from saint louis to saint paul which depart after ten am thursday morning,please list flights from saint louis to saint paul which depart after ten a m thursday morning,No
"please list flights from philadelphia to san francisco
please list flights from philadelphia to san francisco
please list flights from philadelphia to san francisco
please list flights from philadelphia to san francisco
please list flights from philadelphia to san francisco
",please list flights from philadelphia to san francisco,please list flights from philadelphia to san francisco,Yes
"i would like a flight from toronto to detroit
i would like a flight from toronto to detroit
i would like a flight from toronto to detroit
i would like a flight from toronto to detroit
i would like a flight from toronto to detroit
",i would like a flight from toronto to detroit,i would like a flight from toronto to detroit,Yes
"cheapest fair from indianapolis to orlando on the twenty-seventh of december
the cheapest fare from indianapolis to orlando on the twenty-seventh of december
cheapest fare from indianapolis to orlando on the twenty-seventh of december
sheep is fair from indianapolis to orlando on the twenty-seventh of december
chief is fair from indianapolis to orlando on the twenty-seventh of december
",cheapest fare from indianapolis to orlando on the twenty seventh of december,cheapest fare from indianapolis to orlando on the twenty seventh of december,Yes
"i need information on flights from washington to boston that live on a saturday
i need information on flights from washington to boston that leave on a saturday
i need information on flights from washington to boston that leave on a saturday
i need information on flights from washington to boston that live on a saturday
i need information on flights from washington to boston that leave on a saturday
",i need information on flights from washington to boston that leave on a saturday,i need information on flights from washington to boston that leave on a saturday,Yes
"list all of the daily flights arriving in denver from eight to nine pm
list all of the daily flights arriving in denver from eight to nine pm
list all of the daily flights arriving in denver from eight to nine pm
list all of the daily flights arriving in denver from eight to nine p m
list all of the daily flights arriving in denver from eight to ninepm
",list all of the daily flights arriving in denver from eight to nine pm,list all of the daily flights arriving in denver from eight to nine pm,Yes
"list early morning flights from cincinnati to tampa
list early morning flights from cincinnati to tampa
list early morning flights from cincinnati to tampa
list early morning flights from cincinnati to tampa
list early morning flights from cincinnati to tampa
",list early morning flights from cincinnati to tampa,list early morning flights from cincinnati to tampa,Yes
"how much does it cost to fly from columbus to saint louis roundtrip on twa
how much does it cost to fly from columbus to the saint louis roundtrip on twa
how much does it cost to fly from columbus to saint louis round trip on twa
how much does it cost to fly from columbus to saint louis roundtrip on twa
how much does it cost to fly from columbus to the saint louis round trip on twa
",how much does it cost to fly from columbus to saint louis round trip on ttwa,how much does it cost to fly from columbus to saint louis roundtrip on twa,No
"what ground transportation is available from dallas fort worth airport to downtown dallas
what ground transportation is available from dallas fort worth airport to downtown dallas
what ground transportation is available from dallas fort worth airport to downtown dallas
what ground transportation is available from dallas foot worth airport to downtown dallas
what ground transportation is available from dallas fort worth airport to downtown dallas
",what ground transportation is available from dallas fort worth airport to downtown dallas,what ground transportation is available from dallas fort worth airport to downtown dallas,Yes
"list flights from oakland to salt lake city leaving after midnight thursday
list flights from oakland to salt lake city leaving after midnight thursday
list flights from oakland to salt lake city leaving after midnight thursday
list flights from oakland to salt lake city leaving after midnight thursday
list flights from oakland to salt lake city leaving after midnight thursday
",list flights from oakland to salt lake city leaving after midnight thursday,list flights from oakland to salt lake city leaving after midnight thursday,Yes
"what is the lowest fare from toronto to washington dc
what is the lowest fare from toronto to washington dc
what is the lowest fare from toronto to washington dc
what is the lowest fair from toronto to washington dc
what is the lowest fair from toronto to washington dc
",what is the lowest fare from toronto to washington dc,the lowest fare from toronto to washington dc is 150,No
"show me the flights between oakland and salt lake city
show me the flights between oakland and salt lake city
show me the flights between oakland and salt lake city
show me the flights between oakland and salt lake city
show me the flights between oakland and salt lake city
",show me the flights between oakland and salt lake city,show me the flights between oakland and salt lake city,Yes
"i would like to fly from atlanta to san diego
i would like to fly from atlanta to san diego
i would like to fly from atlanta to san diego
i would like to fly from atlanta to san diego
i would like to fly from atlanta to san diego
",i would like to fly from atlanta to san diego,i would like to fly from atlanta to san diego,Yes
"are snacks served on tower air
are snacks served on tower air
our snacks served on tower air
are snacks served on tower air
are snacks served on tower air
",are snacks served on tower air,are snacks served on tower air,Yes
"which is faircode qw and qx mean
which is faircode qw and qx mean
which is faircode qw and qx mean
which is ferricode qw and qx mean
which is faircode qw and qx mean
",what does fare code qw and qx mean,which is faircode qw and qx mean,No
"show me flights between toronto and san diego
show me flights between toronto and san diego
show me flights between toronto and san diego
show me flights between toronto and san diego
show me flights between toronto and san diego
",show me flights between toronto and san diego,show me flights between toronto and san diego,Yes
"cheapest one where affair from indianapolis to orlando on december twenty-seventh
cheapest one where affair from indianapolis to orlando on december twenty-seventh
cheapest one where fair from indianapolis to orlando on december twenty-seventh
cheapest one where fare from indianapolis to orlando on december twenty-seventh
cheapest one way fare from indianapolis to orlando on december twenty-seventh
",cheapest one way fare from indianapolis to orlando on december twenty seventh,cheapest one way fare from indianapolis to orlando on december 27th,No
"list air fairs for first class round trip from detroit to saint petersburg
list air fairs for first class round trip from detroit to saint petersburg
list air fairs for first class roundtrip from detroit to saint petersburg
list air fares for first class round trip from detroit to saint petersburg
list airfares for first class round trip from detroit to saint petersburg
",list airfares for first class round trip from detroit to saint petersburg,list air fares for first class round trip from detroit to saint petersburg,No
"please list flights from orlando to philadelphia
please list flights from orlando to philadelphia
please list flights from orlando to philadelphia
please list flights from orlando to philadelphia
please list flights from orlando to philadelphia
",please list flights from orlando to philadelphia,please list flights from orlando to philadelphia,Yes
"please list all the flights from kansas city to chicago on june sixteenth
please list all the flights from kansas city to chicago on june sixteen
please list all the flights from kansas city to chicago on june sixteenth
please list all the flights from kansas city to chicago on june sixteenth
please list all the flights from kansas city to chicago on june sixteenth
",please list all the flights from kansas city to chicago on june sixteenth,please list all the flights from kansas city to chicago on june sixteenth,Yes
"how far is san francisco international from downtown
how far is san francisco international from downtown
how far is san francisco international from downtown
how far is san francisco international from downtown
how far is san francisco international from downtown
",how far is san francisco international from downtown,15 miles,No
"what airline is yx
what airline is yx
what airline is yx
what airline is y x
what airline is y x
",what airline is yx,what airline is yx,Yes
"tell me all the airports in the new york city area
tell me all the airports in the new york city area
tell me all the airports in the new york city area
tell me all of the airports in the new york city area
tell me all the airports in the new york city area
",tell me all the airports in the new york city area,tell me all the airports in the new york city area,Yes
"i would like flights from minneapolis to san diego
i would like flights from minneapolis to san diego
i would like flights from minneapolis to san diego
i would like flights from minneapolis to san diego
i would like flights from minneapolis to san diego
",i would like flights from minneapolis to san diego,i would like flights from minneapolis to san diego,Yes
"what are the flights from boston to orlando that stop in new york
what are the flights from boston to orlando that stop in new york
what are the flights from boston to orlando that stop in new york
so what are the flights from boston to orlando that stop in new york
so what are the flights from boston to orlando that stop in new york
",what are the flights from boston to orlando that stop in new york,what are the flights from boston to orlando that stop in new york,Yes
"show flights from denver to houston
show flights from denver to houston
show flights from denver to houston
showflights from denver to houston
show flights from denver to houston
",show flights from denver to houston,show flights from denver to houston,Yes
"show me all the flights from charlotte to minneapolis on tuesday morning
show me all the flights from charlotte to minneapolis on tuesday morning
show me all the flights from charlotte to minneapolis on tuesday morning
show me all of the flights from charlotte to minneapolis on tuesday morning
show me all the flights from charlotte to minneapolis on tuesday morning
",show me all the flights from charlotte to minneapolis on tuesday morning,show me all the flights from charlotte to minneapolis on tuesday morning,Yes
"please give me the flights from chicago to kansas city on june seventeenth
please give me the flights from chicago to kansas city on june seventeenth
please give me the flights from chicago to kansas city on june seventeen
please give me the flights from chicago to kansas city on june seventeenth
please give me the flights from chicago to kansas city on june seventeenth
",please give me the flights from chicago to kansas city on june seventeenth,please give me the flights from chicago to kansas city on june seventeenth,Yes
"this flights from chicago to san diego
this flights from chicago to san diego
this flights from chicago to san diego
vist flights from chicago to san diego
this flight is from chicago to san diego
",list flights from chicago to san diego,this flights from chicago to san diego,No
"i want a flight from montreal to washington dc
i want a flight from montreal to washington dc
i want a flight from montreal to washington dc
i want a flight from montreal to washington dc
i want a flight from montreal to washington dc
",i want a flight from montreal to washington dc,i want a flight from montreal to washington dc,Yes
"what is the meaning of faircode f
what is the meaning of faircode f
what is the meaning of faircode f
what is the meaning of faircode f
what is the meaning of faircode f
",what is the meaning of fare code f,the meaning of faircode f is not specified in the given examples,No
"what is mci
what is mci
what is mcei
what is mcei
what is mcei
",what is mci,about half these managers are in the u s,No
"how far is new york is la guardia from downtown
how far is new york is laguardia from downtown
how far is new york is laguardia from downtown
how far is new york is laguardia from downtown
how far is new york is laguardia from downtown
",how far is new york is la guardia from downtown,how far is new york is laguardia from downtown,No
"show me flight us one thousand, five hundred on monday from charlotte to minneapolis please
show me flight us one thousand, five hundred on monday from charlotte to minneapolis please
show me flight u s one thousand, five hundred on monday from charlotte to minneapolis please
show me flight us one thousand, five hundred on monday from charlotte to minneapolis please
show me flight us one thousand, five hundred on monday from charlotte to minneapolis please
",show me flight us fifteen hundred on monday from charlotte to minneapolis please,show me flight us one thousand five hundred on monday from charlotte to minneapolis please,No
"i need to flate from memphis to tacoma that goes through los angeles
i need to flight from memphis to tacoma that goes through los angeles
i need to fight from memphis to tacoma that goes through los angeles
i need to flee from memphis to tacoma that goes through los angeles
i need a flight from memphis to tacoma that goes through los angeles
",i need a flight from memphis to tacoma that goes through los angeles,i need a flight from memphis to tacoma that goes through los angeles,Yes
"please list only the flights from cleveland to dallas that leave before noon
please list only the flights from cleveland to dallas that leave before noon
please list only the flights from cleveland to dallas that leave before noon
please list only the flights from cleveland to dallas that leave before noon
please list only the flights from cleveland to dallas that leave before noon
",please list only the flights from cleveland to dallas that leave before noon,please list only the flights from cleveland to dallas that leave before noon,Yes
"i need a non stop flight from toronto to saint louis
i need a nonstop flight from toronto to saint louis
i need a non stop flight from toronto to saint louis
i need a non stop flight from toronto to saint louis
i need a non stop flight from toronto to saint louis
",i need a nonstop flight from toronto to saint louis,i need a nonstop flight from toronto to saint louis,Yes
"columbus to chicago one way before ten a m
columbus to chicago one way before tenam
columbus to chicago one way before ten a m
columbus to chicago one way before ten a m
columbus to chicago one way before ten a m
",columbus to chicago one way before ten am,columbus to chicago one way before ten a m,No
"i would like a flight to san diego from washington dc
i would like a flight to san diego from washington dc
i would like a flight to san diego from washington dc
i would like a flight to san diego from washington dc
i would like a flight to san diego from washington dc
",i would like a flight to san diego from washington dc,i would like a flight to san diego from washington dc,Yes
"show me non stop flights from montreal to orlando
show me non stop flights from montreal to orlando
show me nonstop flights from montreal to orlando
show me nonstop flights from montreal to orlando
show me non stop flights from montreal to orlando
",show me nonstop flights from montreal to orlando,show me non stop flights from montreal to orlando,No
"and a flight from saint louis to burbank that leaves tuesday afternoon
and flight from saint louis to burbank that leaves tuesday afternoon
and flight from saint louis to burbank that leaves tuesday afternoon
and flight from saint louis to burbank that leaves tuesday afternoon
and a flight from saint louis to burbank that leaves tuesday afternoon
",and a flight from saint louis to burbank that leaves tuesday afternoon,the investor now owns seventy three percent of the company,No
"list the flights from indianapolis to memphis that leave before noon
lists the flights from indianapolis to memphis that leave before noon
lists of flights from indianapolis to memphis that leave before noon
list the flights from indianapolis to memphis that leave before noon
list the flights from indianapolis to memphis that leave before noon
",list the flights from indianapolis to memphis that leave before noon,list the flights from indianapolis to memphis that leave before noon,Yes
"please list of lights from denver to phoenix
please lift off lights from denver to phoenix
please list of flights from denver to phoenix
please lift the flights from denver to phoenix
please lift up lights from denver to phoenix
",please list the flights from denver to phoenix,please list of lights from denver to phoenix,No
"show me your flights from orlando to montreal please
show me all flights from orlando to montreal please
show me your flights from orlando to montreal please
show me all flights from orlando to montreal please
okay show me your flights from orlando to montreal please
",show me all flights from orlando to montreal please,show me all flights from orlando to montreal please,Yes
"kansas city to las vegas economy
kansas city to las vegas economy
kansas city to las vegas economy
kansas city to las vegas economy
kansas city to las vegas economy
",kansas city to las vegas economy,the economy of kansas city is closely related to las vegas,No
"list flights from milwaukee to washington dc before one thousand, two hundred
list flights from milwaukee to washington dc before one thousand, two hundred
list flights from milwaukee to washington dc before one thousand, two hundred
list flights from milwaukee to washington d c before one thousand, two hundred
list flights from milwaukee to washington dc before one thousand, two hundred
",list flights from milwaukee to washington dc before twelve hundred,list flights from milwaukee to washington dc before one thousand two hundred,No
"how many flights does northwest have leaving dallas
how many flights does northwest have leaving delus
how many flights does northwest have leaving delos
how many flights does north west have leaving dallas
how many flights does northwest have leaving delas
",how many flights does northwest have leaving dulles,5,No
"give me the flights from new york city to nashville leaving after fivepm on wednesday
give me the flights from new york city to nashville leaving after fivepm on wednesday
give me the flights from new york city to nashville leaving after five pm on wednesday
give me the flights from new york city to nashville leaving after five pm on wednesday
give me the flights from new york city to nashville leaving after fivepm on wednesday
",give me the flights from new york city to nashville leaving after five pm on wednesday,give me the flights from new york city to nashville leaving after five pm on wednesday,Yes
"now show me one way flights from houston to boston
now show me one way flights from houston to boston
now show me one way flights from houston to boston
now show me one way flights from houston to boston
now show me one way flights from houston to boston
",now show me one way flights from houston to boston,now show me one way flights from houston to boston,Yes
"what u s air flight goes from los angeles to minneapolis thursday afternoon
what u s air flight goes from los angeles to minneapolis thursday afternoon
what u s air flight goes from los angeles to minneapolis thursday afternoon
what us air flight goes from los angeles to minneapolis thursday afternoon
what u s air flight goes from los angeles to minneapolis thursday afternoon
",what us air flight goes from los angeles to minneapolis thursday afternoon,what u s air flight goes from los angeles to minneapolis thursday afternoon,No
"i want a flight from toronto to san diego
i want a flight from toronto to san diego
i want a flight from toronto to san diego
i want a flight from toronto to san diego
i want a flight from toronto to san diego
",i want a flight from toronto to san diego,i want a flight from toronto to san diego,Yes
"what is the cheapest flight from columbus to saint louis roundtrip on twa
what is the cheapest flight from columbus to saint louis roundtrip on twa
what is the cheapest flight from columbus to saint louis round trip on twa
what is the cheapest flight from columbus to saint louis round trip on twa
what is the cheapest flight from columbus to saint louis round trip on twa
",what is the cheapest flight from columbus to saint louis round trip on twa,the cheapest flight from columbus to saint louis round trip on twa is 250,No
"give me a flip from new work to tampa on friday
give me a flip from new work to tampa on friday
give me a flip from new work to tampa on friday
give me a flip from new work to tampa on friday
give me a flip from newwork to tampa on friday
",give me a flight from newark to tampa on friday,give me a flip from new work to tampa on friday,No
"what airlines fly into denver
what airlines fly into denver
what airlines fly into denver
what airlines fly in to denver
what airlines fly in to denver
",what airlines fly into denver,what airlines fly into denver,Yes
"i would like flights from miami to new york
i would like flights from miami to new york
i would like flights from miami to new york
i would like flights from miami to new york
i would like flights from miami to new york
",i would like flights from miami to new york,i would like flights from miami to new york,Yes
"on friday night i would like a flight from newark to los angeles
on friday night i would like a flight from newark to los angeles
on friday night i would like a flight from newark to los angeles
on friday night i would like a flight from newark to los angeles
on friday night i would like a flight from newark to los angeles
",on friday night i would like a flight from newark to los angeles,on friday night i would like a flight from newark to los angeles,Yes
